gene	reactome
Q9NQ66	Opioid Signalling;G-protein mediated events;PLC beta mediated events;Neurotransmitter receptors and postsynaptic signal transmission;Transmission across Chemical Synapses;Neuronal System;Metabolism;Inositol phosphate metabolism;Signal Transduction;Integration of energy metabolism;Synthesis of IP3 and IP4 in the cytosol;Signaling by WNT;Signaling by GPCR;Beta-catenin independent WNT signaling;GPCR downstream signalling;G-protein beta:gamma signalling;Acetylcholine regulates insulin secretion;Free fatty acids regulate insulin secretion;Ca2+ pathway;G alpha (q) signalling events;G beta:gamma signalling through PLC beta;G alpha (i) signalling events;Regulation of insulin secretion;Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion;Activation of kainate receptors upon glutamate binding;Presynaptic function of Kainate receptors
Q9NQ69	Developmental Biology;Signaling by ROBO receptors;Axon guidance;Regulation of expression of SLITs and ROBOs;Nervous system development
Q9NQ76	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs);Metabolism of proteins;Post-translational protein modification;Post-translational protein phosphorylation
Q9NQ86	Adaptive Immune System;Immune System;Antigen processing: Ubiquitination & Proteasome degradation;Class I MHC mediated antigen processing & presentation
Q9NQ87	Signaling by NOTCH;Signal Transduction;Disease;Signaling by NOTCH1;NOTCH1 Intracellular Domain Regulates Transcription;Signaling by NOTCH1 PEST Domain Mutants in Cancer;Signaling by NOTCH1 in Cancer;Constitutive Signaling by NOTCH1 PEST Domain Mutants;Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer;Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants;Diseases of signal transduction by growth factor receptors and second messengers;Signaling by NOTCH3;NOTCH3 Intracellular Domain Regulates Transcription
Q9NQ88	Generic Transcription Pathway;Transcriptional Regulation by TP53;TP53 Regulates Metabolic Genes;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NQ90	Stimuli-sensing channels;Transport of small molecules;Ion channel transport
Q9NQ92	RMTs methylate histone arginines;Chromatin modifying enzymes;Chromatin organization
Q9NQ94	mRNA Editing: C to U Conversion;mRNA Editing;Formation of the Editosome;Metabolism of RNA
Q9NQA5	Stimuli-sensing channels;TRP channels;Transport of small molecules;Ion channel transport
Q9NQB0	Signal Transduction;Disease;Degradation of beta-catenin by the destruction complex;Signaling by WNT;TCF dependent signaling in response to WNT;Formation of the beta-catenin:TCF transactivating complex;Generic Transcription Pathway;Peptide hormone metabolism;Deactivation of the beta-catenin transactivating complex;Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1);Beta-catenin independent WNT signaling;Metabolism of proteins;Incretin synthesis, secretion, and inactivation;Ca2+ pathway;Binding of TCF/LEF:CTNNB1 to target gene promoters;Repression of WNT target genes;Signaling by WNT in cancer;TCF7L2 mutants don't bind CTBP;Diseases of signal transduction by growth factor receptors and second messengers;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional Regulation by VENTX;Transcriptional regulation by RUNX3;RUNX3 regulates WNT signaling
Q9NQC1	HATs acetylate histones;Chromatin modifying enzymes;Chromatin organization
Q9NQC3	Signal Transduction;Axonal growth inhibition (RHOA activation);p75NTR regulates axonogenesis;p75 NTR receptor-mediated signalling;Death Receptor Signalling
Q9NQC7	Signal Transduction;Innate Immune System;Immune System;NOD1/2 Signaling Pathway;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Metabolism of proteins;TNFR1-induced proapoptotic signaling;Regulation of TNFR1 signaling;TNFR1-induced NFkappaB signaling pathway;Deubiquitination;Ub-specific processing proteases;Post-translational protein modification;Death Receptor Signalling;TNF signaling;Negative regulators of DDX58/IFIH1 signaling
Q9NQC8	Organelle biogenesis and maintenance;Cilium Assembly;Intraflagellar transport
Q9NQG5	RNA polymerase II transcribes snRNA genes;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NQG7	Membrane Trafficking;Vesicle-mediated transport;RAB GEFs exchange GTP for GDP on RABs;Rab regulation of trafficking
Q9NQI0	Gene Silencing by RNA;PIWI-interacting RNA (piRNA) biogenesis;Gene expression (Transcription)
Q9NQL2	PIP3 activates AKT signaling;Signal Transduction;Macroautophagy;mTOR signalling;mTORC1-mediated signalling;Generic Transcription Pathway;Cellular responses to stress;Transcriptional Regulation by TP53;Energy dependent regulation of mTOR by LKB1-AMPK;TP53 Regulates Metabolic Genes;PTEN Regulation;RNA Polymerase II Transcription;Gene expression (Transcription);Regulation of PTEN gene transcription;Cellular responses to external stimuli;Intracellular signaling by second messengers;Autophagy;Amino acids regulate mTORC1
Q9NQN1	Signal Transduction;Signaling by GPCR;Olfactory Signaling Pathway;GPCR downstream signalling;G alpha (s) signalling events
Q9NQP4	Prefoldin mediated transfer of substrate  to CCT/TriC;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Chaperonin-mediated protein folding;Protein folding;Metabolism of proteins
Q9NQR1	Cell Cycle;Generic Transcription Pathway;Condensation of Prophase Chromosomes;PKMTs methylate histone lysines;Chromatin modifying enzymes;Transcriptional Regulation by TP53;Chromatin organization;Regulation of TP53 Activity;Regulation of TP53 Activity through Methylation;Mitotic Prophase;M Phase;Cell Cycle, Mitotic;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NQR4	Innate Immune System;Immune System;Neutrophil degranulation
Q9NQR9	Metabolism;Gluconeogenesis;Glucose metabolism;Metabolism of carbohydrates
Q9NQS1	Apoptosis;Intrinsic Pathway for Apoptosis;Formation of apoptosome;Cytochrome c-mediated apoptotic response;Apoptotic factor-mediated response;Programmed Cell Death;Regulation of the apoptosome activity
Q9NQS3	Cell-Cell communication;Adherens junctions interactions;Nectin/Necl  trans heterodimerization;Cell-cell junction organization;Cell junction organization
Q9NQS5	Signal Transduction;Disease;Innate Immune System;Immune System;Signaling by GPCR;GPCR downstream signalling;G alpha (s) signalling events;Infectious disease;Neutrophil degranulation;Leishmania infection;ADORA2B mediated anti-inflammatory cytokines production;Anti-inflammatory response favouring Leishmania parasite infection;Leishmania parasite growth and survival
Q9NQS7	Amplification of signal from the kinetochores;Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal;Signal Transduction;Cell Cycle;Signaling by Rho GTPases;RHO GTPase Effectors;Separation of Sister Chromatids;Resolution of Sister Chromatid Cohesion;Mitotic Metaphase and Anaphase;SUMOylation;SUMO E3 ligases SUMOylate target proteins;Metabolism of proteins;SUMOylation of DNA replication proteins;RHO GTPases Activate Formins;Post-translational protein modification;Mitotic Prometaphase;Mitotic Anaphase;M Phase;Cell Cycle, Mitotic;Mitotic Spindle Checkpoint;Cell Cycle Checkpoints;EML4 and NUDC in mitotic spindle formation
Q9NQT4	ATF4 activates genes in response to endoplasmic reticulum  stress;PERK regulates gene expression;Unfolded Protein Response (UPR);Metabolism of proteins;Deadenylation-dependent mRNA decay;mRNA decay by 3' to 5' exoribonuclease;Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA;Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA;Regulation of mRNA stability by proteins that bind AU-rich elements;KSRP (KHSRP) binds and destabilizes mRNA;Major pathway of rRNA processing in the nucleolus and cytosol;rRNA processing;rRNA processing in the nucleus and cytosol;Metabolism of RNA
Q9NQT5	ATF4 activates genes in response to endoplasmic reticulum  stress;PERK regulates gene expression;Unfolded Protein Response (UPR);Metabolism of proteins;Deadenylation-dependent mRNA decay;mRNA decay by 3' to 5' exoribonuclease;Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA;Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA;Regulation of mRNA stability by proteins that bind AU-rich elements;KSRP (KHSRP) binds and destabilizes mRNA;Major pathway of rRNA processing in the nucleolus and cytosol;rRNA processing;rRNA processing in the nucleus and cytosol;Metabolism of RNA
Q9NQT8	Hemostasis;Membrane Trafficking;Vesicle-mediated transport;COPI-dependent Golgi-to-ER retrograde traffic;Intra-Golgi and retrograde Golgi-to-ER traffic;Golgi-to-ER retrograde transport;Kinesins;Factors involved in megakaryocyte development and platelet production
Q9NQU5	Developmental Biology;Signaling by ROBO receptors;Axon guidance;Activation of RAC1;Nervous system development
Q9NQV7	Reproduction;Meiosis;Cell Cycle;PKMTs methylate histone lysines;Chromatin modifying enzymes;Chromatin organization;Meiotic recombination
Q9NQW5	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NQX3	Metabolism;Metabolism of water-soluble vitamins and cofactors;Metabolism of vitamins and cofactors;Molybdenum cofactor biosynthesis
Q9NQX5	Adaptive Immune System;Immune System;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
Q9NQX6	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NQZ2	rRNA modification in the nucleus and cytosol;Major pathway of rRNA processing in the nucleolus and cytosol;rRNA processing;rRNA processing in the nucleus and cytosol;Metabolism of RNA
Q9NQZ5	Metabolism;Synthesis of PC;Glycerophospholipid biosynthesis;Phospholipid metabolism;Metabolism of lipids
Q9NQZ7	Metabolism;Metabolism of nucleotides;Phosphate bond hydrolysis by NTPDase proteins;Nucleobase catabolism
Q9NQZ8	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NR11	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)
Q9NR12	Developmental Biology;Axon guidance;RET signaling;Nervous system development
Q9NR19	Metabolism;Mitochondrial biogenesis;Organelle biogenesis and maintenance;Biological oxidations;Phase I - Functionalization of compounds;Transcriptional activation of mitochondrial biogenesis;Ethanol oxidation
Q9NR28	Apoptosis;Intrinsic Pathway for Apoptosis;Release of apoptotic factors from the mitochondria;Formation of apoptosome;Cytochrome c-mediated apoptotic response;SMAC (DIABLO) binds to IAPs ;SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ;SMAC, XIAP-regulated apoptotic response;Apoptotic factor-mediated response;Programmed Cell Death;Regulation of the apoptosome activity
Q9NR30	Epigenetic regulation of gene expression;Positive epigenetic regulation of rRNA expression;B-WICH complex positively regulates rRNA expression;Major pathway of rRNA processing in the nucleolus and cytosol;rRNA processing;Gene expression (Transcription);rRNA processing in the nucleus and cytosol;Metabolism of RNA
Q9NR33	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template;Recognition of DNA damage by PCNA-containing replication complex;Resolution of AP sites via the multiple-nucleotide patch replacement pathway;Cell Cycle;Mitotic G1 phase and G1/S transition;PCNA-Dependent Long Patch Base Excision Repair;Termination of translesion DNA synthesis;HDR through Homologous Recombination (HRR);DNA Double-Strand Break Repair;Homology Directed Repair;HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA);Gap-filling DNA repair synthesis and ligation in GG-NER;Nucleotide Excision Repair;Global Genome Nucleotide Excision Repair (GG-NER);Dual Incision in GG-NER;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Dual incision in TC-NER;Gap-filling DNA repair synthesis and ligation in TC-NER;DNA replication initiation;Activation of the pre-replicative complex;DNA Replication Pre-Initiation;G1/S Transition;Synthesis of DNA;S Phase;Cell Cycle, Mitotic;DNA Replication;Base Excision Repair;DNA Damage Bypass;DNA Repair;Resolution of Abasic Sites (AP sites)
Q9NR34	Membrane Trafficking;Metabolism of proteins;Asparagine N-linked glycosylation;Vesicle-mediated transport;Post-translational protein modification;Intra-Golgi traffic;Intra-Golgi and retrograde Golgi-to-ER traffic;Transport to the Golgi and subsequent modification;N-glycan trimming and elongation in the cis-Golgi;Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2
Q9NR45	Metabolism of proteins;Sialic acid metabolism;Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein;Asparagine N-linked glycosylation;Synthesis of substrates in N-glycan biosythesis;Post-translational protein modification
Q9NR48	PKMTs methylate histone lysines;Chromatin modifying enzymes;Chromatin organization
Q9NR50	Metabolism of proteins;Eukaryotic Translation Initiation;Recycling of eIF2:GDP;Cap-dependent Translation Initiation;Translation
Q9NR61	Signaling by NOTCH;Signal Transduction;Disease;Signaling by NOTCH1;Signaling by NOTCH2;Activated NOTCH1 Transmits Signal to the Nucleus;Signaling by NOTCH1 PEST Domain Mutants in Cancer;Signaling by NOTCH1 in Cancer;Constitutive Signaling by NOTCH1 PEST Domain Mutants;Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant;Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant;Signaling by NOTCH1 HD Domain Mutants in Cancer;Constitutive Signaling by NOTCH1 HD Domain Mutants;Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer;Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants;NOTCH2 Activation and Transmission of Signal to the Nucleus;Diseases of signal transduction by growth factor receptors and second messengers;Signaling by NOTCH3;NOTCH3 Activation and Transmission of Signal to the Nucleus;Signaling by NOTCH4;NOTCH4 Activation and Transmission of Signal to the Nucleus
Q9NR63	Metabolism;Signal Transduction;Disease;Biological oxidations;Cytochrome P450 - arranged by substrate type;Vitamins;Phase I - Functionalization of compounds;Signaling by Retinoic Acid;RA biosynthesis pathway;Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA);Metabolic disorders of biological oxidation enzymes;Diseases of metabolism;Signaling by Nuclear Receptors
Q9NR71	Metabolism;Glycosphingolipid metabolism;Sphingolipid metabolism;Metabolism of lipids
Q9NR77	Metabolism;Glyoxylate metabolism and glycine degradation;Metabolism of amino acids and derivatives;Class I peroxisomal membrane protein import;Protein localization
